question,answer,source,topic,is_generated
Что предлагает общежитие №4 студентам МИРЭА?,"Общежитие №4 имеет коридорную планировку с общими кухнями. В комнатах есть мебель и постельное бельё. Студенты могут пользоваться комнатой для самостоятельных занятий, интернетом, спортивным залом, комнатой отдыха и теннисными столами, а стиральной машиной – в общежитии №3.",https://www.mirea.ru/about/hostel/,Общежитие,TRUE
По какому адресу находится общежитие №5 МИРЭА и каково количество мест?,"Общежитие №5 находится по адресу: 11?я Парковая улица, 36. Это 13?этажное здание площадью 6 433,1 м?, рассчитанное на 1 090 мест.",https://www.mirea.ru/about/hostel/,Общежитие,TRUE
Как организован быт в общежитии №5?,"Общежитие №5 построено по блочной схеме, в каждом блоке две комнаты и санузел. На этаже две кухни с профессиональным оборудованием, действует система контроля доступа и безопасности. В комнатах есть мебель и постельное бельё. Также доступны столовая, зал для учёбы и отдыха, кладовая, прачечная, тренажёрный зал, интернет, велосипедная парковка, сушильная комната, библиотека, комната психологической помощи, кинотеатр и фотостудия.",https://www.mirea.ru/about/hostel/,Общежитие,TRUE
Где расположено общежитие №6 МИРЭА и на сколько мест рассчитано?,"Общежитие №6 расположено на улице Нарвская, 12. Девятиэтажное здание площадью 2 220,5 м? рассчитано на 350 мест.",https://www.mirea.ru/about/hostel/,Общежитие,TRUE
Какие условия проживания в общежитии №6?,"Общежитие №6 имеет коридорную планировку: кухни и санитарные помещения находятся в крыльях. В комнатах есть мебель и постельное бельё. Для студентов предусмотрены холл с диванами и телевизором, библиотека с book?crossing, зал для занятий, прачечная, гладильная и кладовая. Общежитие расположено в зелёной зоне с прудами, а здание оснащено системой пропусков, видеонаблюдением и пожарной сигнализацией.",https://www.mirea.ru/about/hostel/,Общежитие,TRUE
Как подать заявление на получение места в общежитии для абитуриентов?,Поступающие подают заявление на общежитие в электронном виде через приёмную комиссию одновременно с подачей документов на поступление. Заявление необходимо отправить до окончания срока приёма документов.,www.mirea.ru/upload/iblock/866/f4ygjcxtsal629tcumt0w29ctz01l20u/Prikaz-ob-izm.-v-poryadok-predostavleniya-mest-v-obshchezhitiyakh.pdf,Общежитие,TRUE
"Что происходит, если абитуриент не приехал для заселения в общежитие?","Если поступающий или студент не прибыл для заселения до 30 сентября, он теряет право на предоставленное место. Студенты из списка ожидания, приглашённые к заселению, должны прибыть в течение пяти рабочих дней, иначе место будет предоставлено другому, а через 30 дней заявка исключается из списка.",www.mirea.ru/upload/iblock/866/f4ygjcxtsal629tcumt0w29ctz01l20u/Prikaz-ob-izm.-v-poryadok-predostavleniya-mest-v-obshchezhitiyakh.pdf,Общежитие,TRUE
Кто имеет первоочередное право на места в общежитии МИРЭА?,"Первоочередное право на места имеют студенты, поступающие на бюджетные места по очной форме, относящиеся к льготным категориям по закону об образовании (дети?сироты, дети?инвалиды и т. д.), а также участники и члены семей участников специальной военной операции. Для остальных мест устанавливаются квоты, и распределение проводится на конкурсной основе.",www.mirea.ru/upload/iblock/866/f4ygjcxtsal629tcumt0w29ctz01l20u/Prikaz-ob-izm.-v-poryadok-predostavleniya-mest-v-obshchezhitiyakh.pdf,Общежитие,TRUE
Какие документы нужны для заселения в общежитие МИРЭА?,"Для заселения необходимо предоставить медицинскую справку по форме 086/у, результаты анализов на ВИЧ и сифилис, флюорографию и полис медицинского страхования.",www.mirea.ru/upload/iblock/866/f4ygjcxtsal629tcumt0w29ctz01l20u/Prikaz-ob-izm.-v-poryadok-predostavleniya-mest-v-obshchezhitiyakh.pdf,Общежитие,TRUE
Какие причины могут стать основанием для отказа или выселения из общежития?,Основанием для отказа в предоставлении места или выселения являются систематические нарушения правил проживания или наличие академических задолженностей.,www.mirea.ru/upload/iblock/866/f4ygjcxtsal629tcumt0w29ctz01l20u/Prikaz-ob-izm.-v-poryadok-predostavleniya-mest-v-obshchezhitiyakh.pdf,Общежитие,TRUE
Когда начинается прием документов на программы бакалавриата и специалитета?,Приём документов на программы бакалавриата и специалитета начинается 20 июня.,www.mirea.ru/upload/iblock/191/449k7mij75gmvxgqaekm564yid6ruea9/Pravila_priyema_na_obuchenie_na_2025_2026_uchebnyy_god.pdf,Поступление,TRUE
"До какого срока принимают документы от поступающих, которые будут сдавать внутренние вступительные испытания?","Документы от поступающих, которым предстоит сдавать внутренние экзамены, принимаются до 15 июля для бюджета и до 16 августа для платной формы обучения.",www.mirea.ru/upload/iblock/191/449k7mij75gmvxgqaekm564yid6ruea9/Pravila_priyema_na_obuchenie_na_2025_2026_uchebnyy_god.pdf,Поступление,TRUE
Когда заканчивается прием документов для поступающих без вступительных испытаний?,"Для абитуриентов, поступающих без вступительных испытаний, приём документов заканчивается 25 июля при поступлении на бюджет и 22 августа при поступлении на платной основе.",www.mirea.ru/upload/iblock/191/449k7mij75gmvxgqaekm564yid6ruea9/Pravila_priyema_na_obuchenie_na_2025_2026_uchebnyy_god.pdf,Поступление,TRUE
Когда публикуются конкурсные списки абитуриентов?,Конкурсные списки публикуются не позднее 27 июля.,www.mirea.ru/upload/iblock/191/449k7mij75gmvxgqaekm564yid6ruea9/Pravila_priyema_na_obuchenie_na_2025_2026_uchebnyy_god.pdf,Поступление,TRUE
До какого времени нужно подать согласие на зачисление на первый этап?,Согласие на зачисление по приоритетному этапу следует подать до 12:00 по московскому времени 1 августа.,www.mirea.ru/upload/iblock/191/449k7mij75gmvxgqaekm564yid6ruea9/Pravila_priyema_na_obuchenie_na_2025_2026_uchebnyy_god.pdf,Поступление,TRUE
До какого числа подаётся согласие на зачисление на основной этап?,На основной этап поступления согласие на зачисление необходимо подать до 12:00 по московскому времени 5 августа.,www.mirea.ru/upload/iblock/191/449k7mij75gmvxgqaekm564yid6ruea9/Pravila_priyema_na_obuchenie_na_2025_2026_uchebnyy_god.pdf,Поступление,TRUE
Когда издают приказы о зачислении?,"Приказы о зачислении публикуются 2 августа (приоритетный этап), 5 августа (основной этап) и 11 августа (платная форма обучения).",www.mirea.ru/upload/iblock/191/449k7mij75gmvxgqaekm564yid6ruea9/Pravila_priyema_na_obuchenie_na_2025_2026_uchebnyy_god.pdf,Поступление,TRUE
Какие документы нужно предоставить для подачи заявления в МИРЭА?,"Необходимо предоставить паспорт (или иной документ, удостоверяющий личность и гражданство), документ об образовании, СНИЛС (если имеется), заявление на обработку персональных данных. При наличии предъявляются документы, подтверждающие льготы или индивидуальные достижения. Иностранный документ об образовании сопровождается свидетельством о признании.",www.mirea.ru/upload/iblock/191/449k7mij75gmvxgqaekm564yid6ruea9/Pravila_priyema_na_obuchenie_na_2025_2026_uchebnyy_god.pdf,Поступление,TRUE
Можно ли подавать документ об образовании после подачи заявления?,"Да, оригинал документа об образовании можно предоставить позже, но не позднее дня завершения приёма документов.",www.mirea.ru/upload/iblock/191/449k7mij75gmvxgqaekm564yid6ruea9/Pravila_priyema_na_obuchenie_na_2025_2026_uchebnyy_god.pdf,Поступление,TRUE
Какие категории абитуриентов пользуются особой квотой при поступлении?,"Правом поступления по особой квоте пользуются дети?сироты и дети, оставшиеся без попечения родителей, инвалиды, ветераны боевых действий и другие категории, предусмотренные законодательством.",www.mirea.ru/upload/iblock/191/449k7mij75gmvxgqaekm564yid6ruea9/Pravila_priyema_na_obuchenie_na_2025_2026_uchebnyy_god.pdf,Льготы и квоты,TRUE
Кто имеет право на отдельную квоту при поступлении в МИРЭА?,"Отдельная квота предоставляется Героям Российской Федерации, кавалерам трёх орденов Мужества, участникам и добровольцам специальной военной операции, лицам, прошедшим службу по мобилизации, а также детям участников операции. Они могут поступать без экзаменов на бюджетные места.",www.mirea.ru/upload/iblock/191/449k7mij75gmvxgqaekm564yid6ruea9/Pravila_priyema_na_obuchenie_na_2025_2026_uchebnyy_god.pdf,Льготы и квоты,TRUE
Сколько дополнительных баллов можно получить за индивидуальные достижения при поступлении?,Абитуриент может получить до 10 баллов за индивидуальные достижения при поступлении на программы бакалавриата и специалитета.,www.mirea.ru/upload/iblock/191/449k7mij75gmvxgqaekm564yid6ruea9/Pravila_priyema_na_obuchenie_na_2025_2026_uchebnyy_god.pdf,Поступление,TRUE
Нужно ли подтверждать индивидуальные достижения документами?,"Документы, подтверждающие индивидуальные достижения, необходимо предоставить в приёмную комиссию не позднее срока окончания приёма документов. За каждое достижение учитываются баллы только один раз.",www.mirea.ru/upload/iblock/191/449k7mij75gmvxgqaekm564yid6ruea9/Pravila_priyema_na_obuchenie_na_2025_2026_uchebnyy_god.pdf,Поступление,TRUE
Какие достижения учитываются при равенстве конкурсных баллов?,"При равенстве баллов приоритет отдаётся поступающим, которые отслужили по призыву, участвовали в олимпиадах или конкурсах МИРЭА, имеют сертификат Института довузовской подготовки, рекомендации детского технопарка «Альтаир» или являются детьми героев России.",www.mirea.ru/upload/iblock/191/449k7mij75gmvxgqaekm564yid6ruea9/Pravila_priyema_na_obuchenie_na_2025_2026_uchebnyy_god.pdf,Поступление,TRUE
Что такое целевое обучение и какие его преимущества?,"Целевое обучение предполагает заключение договора между студентом, университетом и будущим работодателем. Студент учится бесплатно, получает повышенную стипендию и может иметь дополнительные социальные льготы, например компенсацию за проезд, питание или жильё. Преимущество программы в гарантированном трудоустройстве после окончания обучения и в освоении востребованной профессии.",https://www.mirea.ru/news/minobrnauki-rossii-razyasnil-podrobnosti-postupleniya-na-tselevoe-obuchenie/,Льготы и квоты,TRUE
Как найти предложение о целевом обучении?,Предложения о целевом обучении можно найти на платформе «Работа в России» или выбрать подходящее предложение во время подачи заявления на поступление на портале Госуслуг.,https://www.mirea.ru/news/minobrnauki-rossii-razyasnil-podrobnosti-postupleniya-na-tselevoe-obuchenie/,Льготы и квоты,TRUE
Можно ли выбрать целевую квоту для нескольких программ?,Нет. На целевую квоту можно подать заявку только по одной образовательной программе.,https://www.mirea.ru/news/minobrnauki-rossii-razyasnil-podrobnosti-postupleniya-na-tselevoe-obuchenie/,Льготы и квоты,TRUE
Каковы сроки подачи документов на целевое обучение для программ бакалавриата и специалитета?,Документы для участия в целевом обучении на программах бакалавриата и специалитета принимаются с 20 июня по 25 июля.,https://www.mirea.ru/news/minobrnauki-rossii-razyasnil-podrobnosti-postupleniya-na-tselevoe-obuchenie/,Льготы и квоты,TRUE
Когда подаются документы на целевое обучение в магистратуре?,Для программ магистратуры заявления на целевое обучение принимаются с 20 июня по 20 августа в соответствии с правилами университета.,https://www.mirea.ru/news/minobrnauki-rossii-razyasnil-podrobnosti-postupleniya-na-tselevoe-obuchenie/,Льготы и квоты,TRUE
Какие шаги нужно выполнить после публикации приказа о зачислении по целевой квоте?,После выхода приказа о зачислении необходимо заключить договор о целевом обучении с работодателем (заказчиком) до начала учебного года. Договор можно подписать электронно через приложение «Госключ» или лично у заказчика.,https://www.mirea.ru/news/minobrnauki-rossii-razyasnil-podrobnosti-postupleniya-na-tselevoe-obuchenie/,Льготы и квоты,TRUE
Какие способы оплаты обучения предусмотрены в МИРЭА?,"Оплатить обучение можно через платёжные терминалы СДМ?банка в корпусах университета (комиссия не более 1 %, но не выше 500 рублей), с помощью QR?кодов через СберБанк Онлайн, ВТБ Онлайн и Тинькофф, а также через кассы университета или в любом банке.",https://www.mirea.ru/about/the-structure-of-the-university/administrative-structural-unit/management-of-paid-educational-services/oplata-obucheniya/,Оплата и бюджет/платка,TRUE
Какова комиссия при оплате обучения через СберБанк Онлайн?,"При оплате через СберБанк Онлайн комиссия составляет 1 % от суммы платежа, но не более 500 рублей.",https://www.mirea.ru/about/the-structure-of-the-university/administrative-structural-unit/management-of-paid-educational-services/oplata-obucheniya/,Оплата и бюджет/платка,TRUE
В каких корпусах МИРЭА можно оплатить обучение в кассе без комиссии?,"Оплату наличными принимают в кассах университета по адресам: проспект Вернадского, 78 и проспект Вернадского, 86. В кассе комиссия не взимается.",https://www.mirea.ru/about/the-structure-of-the-university/administrative-structural-unit/management-of-paid-educational-services/oplata-obucheniya/,Оплата и бюджет/платка,TRUE
Можно ли оплатить обучение через мобильный банк ВТБ и какова комиссия?,"Да, оплату можно провести с помощью QR?кода через мобильное приложение или веб?сайт ВТБ. Комиссия составляет 0,5 % от суммы, но не превышает 3 000 рублей.",https://www.mirea.ru/about/the-structure-of-the-university/administrative-structural-unit/management-of-paid-educational-services/oplata-obucheniya/,Оплата и бюджет/платка,TRUE
Предусмотрена ли комиссия при оплате обучения через Тинькофф Банк?,При оплате обучения через мобильное приложение или сайт Тинькофф Банка комиссия не взимается.,https://www.mirea.ru/about/the-structure-of-the-university/administrative-structural-unit/management-of-paid-educational-services/oplata-obucheniya/,Оплата и бюджет/платка,TRUE
Какие условия образовательного кредита с государственной поддержкой предлагает МИРЭА?,"Образовательный кредит оформляется под 3 % годовых; в период обучения оплачиваются только проценты, а основной долг гасится в течение 15 лет после окончания обучения. Кредит может быть выдан единовременно или частями на семестр или год.",https://www.mirea.ru/about/the-structure-of-the-university/administrative-structural-unit/management-of-paid-educational-services/obrazovatelnyy-kredit/,Оплата и бюджет/платка,TRUE
Кто может получить образовательный кредит и какие документы нужны?,"Кредит могут получить граждане России в возрасте от 14 до 75 лет; опыт работы не требуется. Для оформления нужно предоставить паспорт с регистрацией, договор на оказание платных образовательных услуг с МИРЭА, платёжный документ и заполнить заявление. Для заемщиков 14–18 лет дополнительно требуются паспорта родителей, свидетельство о рождении и их согласие.",https://www.mirea.ru/about/the-structure-of-the-university/administrative-structural-unit/management-of-paid-educational-services/obrazovatelnyy-kredit/,Оплата и бюджет/платка,TRUE
Как оплатить обучение в МИРЭА материнским капиталом?,"Для оплаты обучения материнским капиталом необходимо за два месяца до начала семестра подать заявку через портал Госуслуг (для федерального капитала) или обратиться в университет для оформления дополнительного соглашения (для регионального капитала). Потом документы передаются в орган соцзащиты, и после их одобрения оплата отражается в личном кабинете студента.",https://www.mirea.ru/about/the-structure-of-the-university/administrative-structural-unit/management-of-paid-educational-services/poryadok-oformleniya-dokumentov-dlya-oplaty-materinskim-kapitalom/,Оплата и бюджет/платка,TRUE
Какие базовые скидки предоставляет МИРЭА на обучение и кто может их получить?,"Базовая скидка (до 10 %) предоставляется абитуриентам, которые при поступлении на платное обучение подают оригинал документа об образовании и оплачивают первый взнос в установленный срок. Она может также предоставляться студентам из многодетных семей, студентам с инвалидностью или сиротам, а также выпускникам МИРЭА, поступающим на новую программу.",www.mirea.ru/upload/iblock/986/u5wmblzxye54svwz5xfye3ujkjk0p4rt/Polozhenie_ob_obosnovaniya_i_poryadke_snizheniya_stoimosti_POU.pdf,Оплата и бюджет/платка,TRUE
Кому предоставляется специальная скидка на обучение?,"Специальная скидка (до 20 %) предоставляется выпускникам базовых школ МИРЭА, Института довузовской подготовки, детского технопарка «Альтаир», колледжа программирования и кибербезопасности, сотрудникам университета и их родственникам, сотрудникам партнёрских предприятий и их родственникам, братьям и сёстрам студентов, участникам специальной военной операции и их детям, а также абитуриентам, заключившим договор о целевом обучении и многодетным семьям с пятью и более детьми.",www.mirea.ru/upload/iblock/986/u5wmblzxye54svwz5xfye3ujkjk0p4rt/Polozhenie_ob_obosnovaniya_i_poryadke_snizheniya_stoimosti_POU.pdf,Оплата и бюджет/платка,TRUE
Какие документы подтверждают право на получение скидки на обучение?,"Для получения скидки необходимо предоставить оригинал документа об образовании, справку о составе семьи для многодетных, удостоверение инвалидности или документы, подтверждающие статус сироты, предыдущий диплом МИРЭА или документ, подтверждающий связь с партнёрской организацией.",www.mirea.ru/upload/iblock/986/u5wmblzxye54svwz5xfye3ujkjk0p4rt/Polozhenie_ob_obosnovaniya_i_poryadke_snizheniya_stoimosti_POU.pdf,Оплата и бюджет/платка,TRUE
Как оформить рассрочку на оплату обучения в МИРЭА?,"Рассрочка предоставляется на один семестр и позволяет перенести сроки платежей по договору. Для её получения студент или плательщик должен обратиться в управление платных образовательных услуг не позднее чем за 14 дней до наступления срока оплаты, указав желаемый график платежей.",www.mirea.ru/upload/iblock/d6e/uvbycfeuq48yrg7lqbdnj5ckvlxy5e0t/Polozhenie_rassrochka_SPO.pdf,Оплата и бюджет/платка,TRUE
Кто может получить рассрочку и в каких случаях?,"Рассрочка предоставляется студентам платных программ без академических и дисциплинарных долгов, если у плательщика резко ухудшилось материальное положение (снижение дохода, изменение состава семьи, инвалидность, расходы на лечение) или произошли непредвиденные обстоятельства, в том числе связанные с участием в специальной военной операции.",www.mirea.ru/upload/iblock/d6e/uvbycfeuq48yrg7lqbdnj5ckvlxy5e0t/Polozhenie_rassrochka_SPO.pdf,Оплата и бюджет/платка,TRUE
Какие документы нужны для оформления рассрочки?,"К заявлению о рассрочке прилагают справки о доходах, документы о составе семьи, копии трудовой книжки, справки об инвалидности, справки об оплате медицинских услуг или другие документы, подтверждающие ухудшение финансового положения или непредвиденные обстоятельства.",www.mirea.ru/upload/iblock/d6e/uvbycfeuq48yrg7lqbdnj5ckvlxy5e0t/Polozhenie_rassrochka_SPO.pdf,Оплата и бюджет/платка,TRUE
Кто принимает решение о предоставлении рассрочки на оплату обучения?,"Заявка на рассрочку рассматривается руководителем института, а окончательное решение принимает проректор, курирующий платные образовательные услуги. Решение выносится в течение пяти рабочих дней.",www.mirea.ru/upload/iblock/d6e/uvbycfeuq48yrg7lqbdnj5ckvlxy5e0t/Polozhenie_rassrochka_SPO.pdf,Оплата и бюджет/платка,TRUE
Какие документы нужны для получения налогового вычета за обучение?,"Для налогового вычета нужно подготовить копию договора на обучение, выписку из лицензии и аккредитации, справку о факте обучения (заказать через личный кабинет студента) и платежные документы, подтверждающие оплату.",https://www.mirea.ru/about/the-structure-of-the-university/administrative-structural-unit/management-of-paid-educational-services/poryadok-oformleniya-dokumentov-na-nalogovyy-vychet/,Оплата и бюджет/платка,TRUE
Кто может запросить справку для налогового вычета за обучение?,"Справку может получить сам налогоплательщик, родитель или опекун/попечитель студента, брат, сестра или супруг. Если плательщик не относится к этим категориям, справка не выдаётся.",https://www.mirea.ru/about/the-structure-of-the-university/administrative-structural-unit/management-of-paid-educational-services/poryadok-oformleniya-dokumentov-na-nalogovyy-vychet/,Оплата и бюджет/платка,TRUE
Как получить справку для налогового вычета?,"Нужно подать заявление через личный кабинет студента, приложив сканы договора и паспорта. Справка готовится в течение 30 календарных дней, после чего её можно получить в бухгалтерии или заказать электронную копию.",https://www.mirea.ru/about/the-structure-of-the-university/administrative-structural-unit/management-of-paid-educational-services/poryadok-oformleniya-dokumentov-na-nalogovyy-vychet/,Оплата и бюджет/платка,TRUE
Какие виды стипендий получают студенты МИРЭА?,"Студенты очной бюджетной формы могут получать государственную академическую стипендию, именную стипендию университета или государственные социальные стипендии. Также существуют повышенные стипендии и материальная помощь.",https://www.mirea.ru/about/social-security/,Оплата и бюджет/платка,TRUE
Сколько составляет государственная академическая стипендия для первокурсников?,Для студентов первого курса государственная академическая стипендия составляет 2 400 рублей в месяц.,https://www.mirea.ru/about/social-security/,Оплата и бюджет/платка,TRUE
Как начисляется повышенная государственная академическая стипендия?,"Повышенная академическая стипендия назначается студентам с отличной или хорошей успеваемостью и составляет 5 300 рублей для отличников и 3 900 рублей для тех, кто учится на четвёрки и пятёрки.",https://www.mirea.ru/about/social-security/,Оплата и бюджет/платка,TRUE
Кому выплачивается государственная социальная стипендия?,"Социальная стипендия выплачивается детям?сиротам, инвалидам, студентам, пострадавшим от радиационных аварий, получившим ранения при исполнении служебных обязанностей, и лицам, которым назначена государственная социальная поддержка.",https://www.mirea.ru/about/social-security/,Льготы и квоты,TRUE
Как получить материальную помощь студентам МИРЭА?,"Студенты могут подать заявление на материальную помощь в личном кабинете, приложив документы, подтверждающие право на льготы. Комиссия рассматривает заявку, и помощь выплачивается один раз в семестр.",https://www.mirea.ru/about/social-security/,Оплата и бюджет/платка,TRUE
Как оформить московскую социальную карту студента?,"Для получения социальной карты студент должен дать согласие на обработку персональных данных в своём кабинете, дождаться появления данных о зачислении, затем подать заявление через портал mos.ru и забрать карту в центре «Мои документы».",https://www.mirea.ru/about/social-security/,Льготы и квоты,TRUE
"Где расположен корпус МИРЭА по адресу проспект Вернадского, 78 и как до него добраться?","Корпус на проспекте Вернадского, 78 находится рядом с метро «Юго?Западная». На метро нужно выйти из последнего вагона из центра, далее пешком 7–10 минут. ",https://www.mirea.ru/contacts/address/,Другое,TRUE
"Как найти корпус на проспекте Вернадского, 86?","Корпус МИРЭА на проспекте Вернадского, 86 расположен недалеко от метро «Юго?Западная». Выйдите из последнего вагона из центра, затем пройдите пешком около 10 минут.",https://www.mirea.ru/contacts/address/,Другое,TRUE
"Где находится корпус на улице Стромынка, 20, и как туда добраться?","Корпус на ул. Стромынка, 20 расположен недалеко от метро «Сокольники». Из метро нужно идти по улице Стромынка примерно 10–12 минут. Работа офиса: понедельник – суббота, с 8:00 до 22:00.",https://www.mirea.ru/contacts/address/,Другое,TRUE
Какие филиалы МИРЭА имеются за пределами Москвы?,"Университет имеет филиалы в Ставрополе (ул. Доваторцев, 65, режим работы с 8:30 до 17:00) и Фрязино (ул. Вокзальная, д. 9, режим работы с 8:30 до 17:00).",https://www.mirea.ru/contacts/address/,Другое,TRUE
Чему обучают в Колледже программирования и кибербезопасности МИРЭА?,"Колледж готовит средних специалистов по востребованным направлениям: программирование, сетевое и системное администрирование, информационная безопасность телекоммуникационных и автоматизированных систем, а также производство и эксплуатация оптических и оптоэлектронных устройств.",https://www.mirea.ru/education/college/about-college/,Направления и программы,TRUE
Какие лаборатории и оборудование доступны в колледже программирования и кибербезопасности?,"Колледж оснащён современными лабораториями: сетевыми аудиториями Cisco, Samsung IT?школой, лабораториями информационной безопасности и оптических систем. Это позволяет студентам работать на оборудовании, аналогичном применяемому в индустрии.",https://www.mirea.ru/education/college/about-college/,Направления и программы,TRUE
Кто преподает в колледже программирования и кибербезопасности?,"В колледже работают опытные преподаватели, среди которых преподаватели высшей и первой квалификационных категорий и преподаватели с учёными степенями; многие являются экспертами WorldSkills.",https://www.mirea.ru/education/college/about-college/,Направления и программы,TRUE
Какие стипендии могут получать студенты колледжа?,"Студентам колледжа предоставляется государственная академическая стипендия за хорошую успеваемость, а также социальные стипендии для сирот, инвалидов и льготных категорий. Кроме того, предусмотрена единовременная материальная помощь студентам, оказавшимся в трудной жизненной ситуации.",https://www.mirea.ru/education/college/about-college/,Льготы и квоты,TRUE
Можно ли выпускникам колледжа продолжить обучение в университете?,Да. Выпускники колледжа получают государственный диплом о среднем профессиональном образовании и могут продолжить обучение в университете или сразу приступить к работе по специальности.,https://www.mirea.ru/education/college/about-college/,Направления и программы,TRUE
Какие направления колледжа входят в список наиболее востребованных профессий?,"С 2017 года колледж реализует программы, включённые в список ТОП?50 наиболее востребованных и перспективных профессий: это сетевое и системное администрирование, программирование, информационная безопасность, производство и эксплуатация оптических систем.",https://www.mirea.ru/education/college/about-college/,Направления и программы,TRUE
Что дают свидетельство об окончании курсов при Институте довузовской подготовки МИРЭА?,"Выпускники курсов могут получить дополнительные баллы к сумме конкурсных баллов, льготы при поступлении и скидку на платное обучение в университете. Эти преимущества действуют только при поступлении в МИРЭА.",,Поступление,FALSE
Гарантирует ли окончание курсов МИРЭА поступление на бюджет?,"Нет. Курсы не дают гарантии поступления на бюджетные места. Свидетельство об окончании даёт те же льготы и скидки при поступлении, что и сертификат студента курсов.",,Поступление,FALSE
Есть ли дистанционные программы подготовки к ЕГЭ в МИРЭА?,"Да. Шестимесячные дистанционные программы по математике, информатике и русскому языку проводятся в формате онлайн. Остальные программы проходят очно.",,Поступление,FALSE
Где проводятся занятия по программам Института довузовской подготовки?,"Занятия проходят на разных площадках: занятия в малых группах — на Малой Пироговской, 1; восьмимесячные программы — на проспекте Вернадского, 78 и улице Стромынка, 20; подготовка к творческому экзамену — на 5?й Соколиной Горе, 22; другие программы — в корпусе на проспекте Вернадского, 78.",,Поступление,FALSE
Кто ведёт занятия на довузовских курсах МИРЭА?,"Занятия проводят преподаватели МИРЭА и приглашённые специалисты, многие из которых являются экспертами ЕГЭ и входят в состав предметных комиссий.",,Поступление,FALSE
Для кого предназначены подготовительные курсы МИРЭА?,"Курсы предназначены для подготовки к ЕГЭ и ОГЭ и доступны любому желающему, независимо от места обучения и формы образования.",,Поступление,FALSE
Есть ли в МИРЭА программы для абитуриентов с инвалидностью?,"Для студентов с ограниченными возможностями здоровья сформированы инклюзивные группы, занятия проводятся в корпусах, доступных для лиц с инвалидностью. Тем, кому трудно ездить на занятия, рекомендуют выбирать дистанционные программы.",,Льготы и квоты,FALSE
Почему студентам колледжей стоит записаться на подготовительные курсы МИРЭА?,"С 2018 года правила приёма в вуз требуют сдачи ЕГЭ или профессионального вступительного испытания. Подготовительные курсы помогают актуализировать знания, что особенно важно для выпускников колледжей, поскольку программы колледжей отличаются от школьных.",,Поступление,FALSE
Есть ли бесплатные подготовительные программы МИРЭА?,"Нет. В МИРЭА все довузовские программы платные. Некоторые университеты в России выделяют бесплатные места, но МИРЭА таких мест не предоставляет.",,Поступление,FALSE
Можно ли посетить пробное занятие на довузовских курсах?,Пробных занятий в МИРЭА нет. В расписании можно посмотреть темы всех занятий заранее.,,Поступление,FALSE
С какого класса лучше записываться на курсы МИРЭА?,"Для физико?математической школы и занятий в малых группах рекомендуют начинать с 9 класса, а годовые программы лучше посещать в 11 классе.",,Поступление,FALSE
Как родители могут узнать об успеваемости ребёнка на курсах?,Информацию о посещаемости и успеваемости ребёнка можно получить по телефону приемной Института довузовской подготовки или написать на электронную почту dovuz@mirea.ru.,,Поступление,FALSE
Как записаться на подготовительные курсы МИРЭА?,"Необходимо заполнить онлайн?заявку на сайте, затем скачать и заполнить заявление в формате Word, отправить его на указанный адрес электронной почты, дождаться подтверждения о свободных местах и подписать договор на обучение.",,Поступление,FALSE
Могут ли иностранные граждане обучаться на подготовительных курсах МИРЭА?,"Да, участие иностранцев допускается при условии, что они предоставят нотариально заверенный перевод паспорта и владеют русским языком на достаточном уровне.",,Иностранные абитуриенты,FALSE
"Кто должен подписывать договор на обучение, если будущему слушателю нет 18 лет?","Если слушателю ещё нет 18 лет, договор подписывает его законный представитель либо другое взрослое лицо. Для заключения договора потребуются паспорта сторон и две фотографии 3?4.",,Поступление,FALSE
"Как понять, что заявка на курсы принята?","После отправки заявки на электронную почту придёт автоматическое подтверждение с адреса dovuz@mirea.ru, в котором будет указан номер заявки. Это и является подтверждением её получения.",,Поступление,FALSE
Кто может оплачивать обучение на курсах?,"Плательщиком по договору может выступать любой совершеннолетний человек, но получить налоговый вычет смогут только законные представители слушателя.",,Оплата и бюджет/платка,FALSE
Нужно ли иметь московскую прописку для заключения договора на курсы?,"Нет, московская регистрация не требуется. Достаточно указать фактический адрес проживания и предоставлять оригинал паспорта при подписании договора.",,Другое,FALSE
Можно ли присоединиться к группе после начала занятий?,"Нет, присоединиться к уже начавшейся группе нельзя. Рекомендуется выбирать курс заранее и оставлять заявку до начала набора.",,Поступление,FALSE
"Что происходит, если курсы оплачены, но места закончились?","Оставление заявки не гарантирует зачисления: если группа набрана, вам могут вернуть деньги или предложить другое направление. Зачисление происходит только после оплаты и подтверждения наличия свободных мест.",,Поступление,FALSE
Какие существуют скидки на довузовские курсы?,Скидки предоставляются учащимся 2–3 курса физико?математической школы и при покупке пакетов нескольких предметов. Сертификат об окончании курсов дает максимальную скидку на обучение на платной основе в МИРЭА.,,Оплата и бюджет/платка,FALSE
Будет ли меняться стоимость курсов в течение учебного года?,"Стоимость курсов утверждается в марте–мае и остается фиксированной на весь учебный год, независимо от числа учебных групп и стоимости обучения в университете.",,Оплата и бюджет/платка,FALSE
Компенсируются ли пропущенные занятия на курсах?,"Пропущенные занятия не компенсируются вне зависимости от причины отсутствия. Студенты получают доступ к материалам курсов, но деньги за пропуск не возвращаются.",,Другое,FALSE
Как оплачивать обучение на восьмимесячных программах?,"Для восьмимесячных программ предусмотрена поэтапная оплата: сначала платится за первый семестр, затем, после подписания дополнительного соглашения, за второй семестр.",,Оплата и бюджет/платка,FALSE
